Date,step,DRL_Agent,Mean_Reversion
2020-10-22,0,1.0,1.0
2020-10-23,1,1.003614418373359,1.0
2020-10-26,2,1.0030696488656456,1.0
2020-10-27,3,1.0065608249737175,1.0
2020-10-28,4,1.0065508249737174,1.0
2020-10-29,5,1.0080434175515074,1.0
2020-10-30,6,1.0053378549980119,1.0
2020-11-02,7,1.0074648387508678,1.0
2020-11-03,8,1.0074548387508677,1.0
2020-11-04,9,1.0077332719023047,1.0
2020-11-05,10,1.007817262722693,1.0
2020-11-06,11,1.0105652541245824,1.0
2020-11-09,12,1.0105552541245824,1.0
2020-11-10,13,1.0092079473069822,1.0
2020-11-11,14,1.0077611015453027,1.0
2020-11-12,15,1.0076247261964386,1.0
2020-11-13,16,1.007823539691336,1.0
2020-11-16,17,1.0083020043499797,1.0
2020-11-17,18,1.0073010588775195,1.0
2020-11-18,19,1.0084717944621266,1.0
2020-11-19,20,1.0066550963478398,1.0
2020-11-20,21,1.0077334298562646,1.0
2020-11-23,22,1.0102128526477627,1.0
2020-11-24,23,1.0102028526477629,1.0
2020-11-25,24,1.0102028526477629,1.0
2020-11-26,25,1.0105982068789454,1.0
2020-11-27,26,1.0113985743262817,1.0
2020-11-30,27,1.0093568829152548,1.0
2020-12-01,28,1.0097131143221771,1.0
2020-12-02,29,1.0092612209194654,1.0
2020-12-03,30,1.01023772239439,1.0
2020-12-04,31,1.0059516531437551,1.0
2020-12-07,32,1.0065651730022205,1.0
2020-12-08,33,1.0093104276757248,1.0
2020-12-09,34,1.009300427675725,1.0
2020-12-10,35,1.0117453468926525,1.0
2020-12-11,36,1.0104001677405103,1.0
2020-12-14,37,1.012520287518155,1.0
2020-12-15,38,1.0125102875181549,1.0
2020-12-16,39,1.0121543601046936,1.0
2020-12-17,40,1.0153161588641442,1.0
2020-12-18,41,1.0121736412638918,1.0
2020-12-21,42,1.0124737702779656,0.99999
2020-12-22,43,1.0118500067304588,1.0017347833768424
2020-12-23,44,1.0130330442181146,1.0017347833768424
2020-12-24,45,1.0130230442181145,1.0017347833768424
2020-12-28,46,1.0136625121184382,1.0017347833768424
2020-12-29,47,1.0157433839359729,1.0017347833768424
2020-12-30,48,1.013319557971612,1.0017347833768424
2020-12-31,49,1.0146006648923505,1.0017347833768424
2021-01-04,50,1.0145906648923506,1.0017347833768424
2021-01-05,51,1.0187956822406814,1.0017247833768423
2021-01-06,52,1.0195335586848149,1.0023511627402975
2021-01-07,53,1.0170659043702333,1.0023511627402975
2021-01-08,54,1.0198935258079136,1.0023411627402974
2021-01-11,55,1.0198835258079135,1.0047860819572252
2021-01-12,56,1.0193448352756291,1.0047860819572252
2021-01-13,57,1.0187068187499388,1.0047860819572252
2021-01-14,58,1.0194685450968615,1.0047860819572252
2021-01-15,59,1.0194585450968614,1.0047860819572252
2021-01-18,60,1.0185353245292148,1.0047860819572252
2021-01-19,61,1.0184535492712612,1.0047860819572252
2021-01-20,62,1.0186650715824184,1.0047860819572252
2021-01-21,63,1.0167023374358555,1.0047860819572252
2021-01-22,64,1.018016483550218,1.0047860819572252
2021-01-25,65,1.0180064835502178,1.0047860819572252
2021-01-26,66,1.0181662588992313,1.0047860819572252
2021-01-27,67,1.0173828673990266,1.0047860819572252
2021-01-28,68,1.016930666720273,1.0047860819572252
2021-01-29,69,1.0159983654847606,1.0047860819572252
2021-02-01,70,1.0180916997192597,1.0047860819572252
2021-02-02,71,1.0180816997192597,1.0047860819572252
2021-02-03,72,1.0180860428484422,1.0047860819572252
2021-02-04,73,1.0220381705793453,1.0047860819572252
2021-02-05,74,1.02189113715438,1.0047860819572252
2021-02-08,75,1.02188113715438,1.0047860819572252
2021-02-09,76,1.019324523032199,1.0047860819572252
2021-02-10,77,1.0194752052420704,1.0047860819572252
2021-02-11,78,1.0184735559694462,1.0047860819572252
2021-02-12,79,1.0201785328444255,1.0047860819572252
2021-02-15,80,1.0201685328444254,1.0047860819572252
2021-02-16,81,1.0185279103206561,1.0047860819572252
2021-02-17,82,1.0206781889336032,1.0047860819572252
2021-02-18,83,1.017572857498706,1.0047860819572252
2021-02-19,84,1.017562857498706,1.0047860819572252
2021-02-22,85,1.017562857498706,1.0047860819572252
2021-02-23,86,1.018477973948655,1.0047860819572252
2021-02-24,87,1.0175303223739087,1.0047860819572252
2021-02-25,88,1.01732616924268,1.0047860819572252
2021-02-26,89,1.0173161692426802,1.0047860819572252
2021-03-01,90,1.0188518318958393,1.0047760819572251
2021-03-02,91,1.0173019643861065,1.0038412833658443
